Date,BNF Straddle_gross_PnL,Brokerage,TransactionCharges,ClearingCharges,STT,GST,SEBI,StampDuty,TotalCharges,net_PNL,net_rets,Time,PNL,cum_pnl,month,Date
2021-10-07,2714.4043138105,80,6.43,3.86,2.7,16.25,0.03,0.77,110.03,2604.3743138105,0.8681247713,2021-10-07,2714.4043138105,264302.284895501,"Oct,2021",2021-10-07
2021-10-08,-2009.3852778311,80,19.39,11.63,8.14,19.98,0.08,2.33,141.55,-2150.9352778311,-0.7169784259,2021-10-08,-2009.3852778311,262292.89961767,"Oct,2021",2021-10-08
2021-10-11,-2.3618238558,80,14.74,8.84,6.19,18.65,0.06,1.77,130.25,-132.6118238558,-0.0442039413,2021-10-11,-2.3618238558,262290.537793814,"Oct,2021",2021-10-11
2021-10-12,-3062.4477902653,80,13.7,8.22,5.76,18.35,0.05,1.64,127.73,-3190.1777902653,-1.0633925968,2021-10-12,-3062.4477902653,259228.090003549,"Oct,2021",2021-10-12
2021-10-13,-237.059513618,80,10.84,6.51,4.55,17.52,0.04,1.3,120.77,-357.829513618,-0.1192765045,2021-10-13,-237.059513618,258991.030489931,"Oct,2021",2021-10-13
2021-10-14,316.2086782431,80,6.36,3.82,2.67,16.23,0.03,0.76,109.87,206.3386782431,0.0687795594,2021-10-14,316.2086782431,259307.239168174,"Oct,2021",2021-10-14
2021-10-18,-158.6857096842,80,17.52,10.51,7.36,19.44,0.07,2.1,137,-295.6857096842,-0.0985619032,2021-10-18,-158.6857096842,259148.55345849,"Oct,2021",2021-10-18
2021-10-19,1665.7298006388,80,14.35,8.61,6.03,18.53,0.06,1.72,129.31,1536.4198006388,0.5121399335,2021-10-19,1665.7298006388,260814.283259129,"Oct,2021",2021-10-19
2021-10-20,1251.0166647076,80,13.6,8.16,5.71,18.32,0.05,1.63,127.48,1123.5366647076,0.3745122216,2021-10-20,1251.0166647076,262065.299923836,"Oct,2021",2021-10-20
2021-10-21,-2678.7169170499,80,7.52,4.51,3.16,16.57,0.03,0.9,112.7,-2791.4169170499,-0.9304723057,2021-10-21,-2678.7169170499,259386.583006786,"Oct,2021",2021-10-21
2021-10-22,-850.7894655896,80,21.21,12.73,8.91,20.51,0.08,2.55,145.99,-996.7794655896,-0.3322598219,2021-10-22,-850.7894655896,258535.793541197,"Oct,2021",2021-10-22
2021-10-25,1176.5275171667,80,17.18,10.31,7.21,19.35,0.07,2.06,136.18,1040.3475171667,0.3467825057,2021-10-25,1176.5275171667,259712.321058363,"Oct,2021",2021-10-25
2021-10-26,836.5654136973,80,17.33,10.4,7.28,19.39,0.07,2.08,136.55,700.0154136973,0.2333384712,2021-10-26,836.5654136973,260548.886472061,"Oct,2021",2021-10-26
2021-10-27,-2960.8257188258,80,13.1,7.86,5.5,18.17,0.05,1.57,126.25,-3087.0757188258,-1.0290252396,2021-10-27,-2960.8257188258,257588.060753235,"Oct,2021",2021-10-27
2021-10-28,2942.1735732219,80,8.69,5.21,3.65,16.9,0.03,1.04,115.53,2826.6435732219,0.9422145244,2021-10-28,2942.1735732219,260530.234326457,"Oct,2021",2021-10-28
2021-10-29,-6097.2622364458,80,28.14,16.89,11.82,22.51,0.11,3.38,162.84,-6260.1022364458,-2.0867007455,2021-10-29,-6097.2622364458,254432.972090011,"Oct,2021",2021-10-29
2021-11-01,-4017.7524118143,80,18.31,10.99,7.69,19.67,0.07,2.2,138.94,-4156.6924118143,-1.3855641373,2021-11-01,-4017.7524118143,250415.219678197,"Nov,2021",2021-11-01
2021-11-02,654.806969923,80,13.32,7.99,5.59,18.24,0.05,1.6,126.8,528.006969923,0.1760023233,2021-11-02,654.806969923,251070.02664812,"Nov,2021",2021-11-02
2021-11-03,-2121.4080841834,80,8.04,4.82,3.38,16.72,0.03,0.96,113.95,-2235.3580841834,-0.7451193614,2021-11-03,-2121.4080841834,248948.618563936,"Nov,2021",2021-11-03
2021-11-08,-1521.7479348291,80,19.45,11.67,8.17,20,0.08,2.33,141.71,-1663.4579348291,-0.5544859783,2021-11-08,-1521.7479348291,247426.870629107,"Nov,2021",2021-11-08
2021-11-09,808.0652402713,80,15.94,9.57,6.7,18.99,0.06,1.91,133.17,674.8952402713,0.2249650801,2021-11-09,808.0652402713,248234.935869379,"Nov,2021",2021-11-09
2021-11-10,-289.4229388634,80,13.29,7.97,5.58,18.23,0.05,1.59,126.72,-416.1429388634,-0.138714313,2021-11-10,-289.4229388634,247945.512930515,"Nov,2021",2021-11-10
2021-11-11,2519.1224736507,80,8.58,5.15,3.6,16.87,0.03,1.03,115.27,2403.8524736507,0.8012841579,2021-11-11,2519.1224736507,250464.635404166,"Nov,2021",2021-11-11
2021-11-12,-971.4298363529,80,19.17,11.5,8.05,19.92,0.08,2.3,141.02,-1112.4498363529,-0.3708166121,2021-11-12,-971.4298363529,249493.205567813,"Nov,2021",2021-11-12
2021-11-15,999.6245275034,80,13.91,8.34,5.84,18.4,0.06,1.67,128.22,871.4045275034,0.2904681758,2021-11-15,999.6245275034,250492.830095316,"Nov,2021",2021-11-15
2021-11-16,1821.1783220605,80,14.9,8.94,6.26,18.69,0.06,1.79,130.65,1690.5283220605,0.5635094407,2021-11-16,1821.1783220605,252314.008417377,"Nov,2021",2021-11-16
2021-11-17,282.4416621429,80,12.59,7.56,5.29,18.03,0.05,1.51,125.03,157.4116621429,0.052470554,2021-11-17,282.4416621429,252596.45007952,"Nov,2021",2021-11-17
2021-11-18,2658.7379806753,80,8.18,4.91,3.44,16.76,0.03,0.98,114.29,2544.4479806753,0.8481493269,2021-11-18,2658.7379806753,255255.188060195,"Nov,2021",2021-11-18
2021-11-22,3568.9169308871,80,17.56,10.54,7.38,19.46,0.07,2.11,137.11,3431.8069308871,1.1439356436,2021-11-22,3568.9169308871,258824.104991082,"Nov,2021",2021-11-22
2021-11-23,2747.5775062249,80,18.51,11.11,7.78,19.73,0.07,2.22,139.43,2608.1475062249,0.8693825021,2021-11-23,2747.5775062249,261571.682497307,"Nov,2021",2021-11-23
2021-11-24,2529.6905360514,80,13.01,7.81,5.46,18.15,0.05,1.56,126.04,2403.6505360514,0.8012168454,2021-11-24,2529.6905360514,264101.373033359,"Nov,2021",2021-11-24
2021-11-25,-2922.5187507318,80,8.19,4.91,3.44,16.76,0.03,0.98,114.32,-3036.8387507318,-1.0122795836,2021-11-25,-2922.5187507318,261178.854282627,"Nov,2021",2021-11-25
2021-11-26,2782.5834048372,80,21.56,12.94,9.05,20.61,0.09,2.59,146.83,2635.7534048372,0.8785844683,2021-11-26,2782.5834048372,263961.437687464,"Nov,2021",2021-11-26
2021-11-29,-4987.281104666,80,25.19,15.11,10.58,21.65,0.1,3.02,155.66,-5142.941104666,-1.7143137016,2021-11-29,-4987.281104666,258974.156582798,"Nov,2021",2021-11-29
2021-11-30,-3939.6799213403,80,16.7,10.02,7.01,19.21,0.07,2,135.02,-4074.6999213403,-1.3582333071,2021-11-30,-3939.6799213403,255034.476661458,"Nov,2021",2021-11-30
2021-12-01,-2928.1825339642,80,13.73,8.24,5.77,18.35,0.05,1.65,127.79,-3055.9725339642,-1.0186575113,2021-12-01,-2928.1825339642,252106.294127494,"Dec,2021",2021-12-01
2021-12-02,-2900.9161404577,80,10.39,6.23,4.36,17.39,0.04,1.25,119.67,-3020.5861404577,-1.0068620468,2021-12-02,-2900.9161404577,249205.377987036,"Dec,2021",2021-12-02
2021-12-03,3063.9607632465,80,21.58,12.95,9.06,20.61,0.09,2.59,146.88,2917.0807632465,0.9723602544,2021-12-03,3063.9607632465,252269.338750282,"Dec,2021",2021-12-03
2021-12-06,-5048.0202992378,80,20.72,12.43,8.7,20.37,0.08,2.49,144.78,-5192.8002992378,-1.7309334331,2021-12-06,-5048.0202992378,247221.318451045,"Dec,2021",2021-12-06
2021-12-07,1942.4289857095,80,16.04,9.63,6.74,19.02,0.06,1.93,133.42,1809.0089857095,0.6030029952,2021-12-07,1942.4289857095,249163.747436754,"Dec,2021",2021-12-07
2021-12-08,2071.0185635186,80,14.47,8.68,6.08,18.57,0.06,1.74,129.6,1941.4185635186,0.6471395212,2021-12-08,2071.0185635186,251234.766000273,"Dec,2021",2021-12-08
2021-12-09,1708.4614387199,80,7.11,4.27,2.99,16.45,0.03,0.85,111.69,1596.7714387199,0.5322571462,2021-12-09,1708.4614387199,252943.227438992,"Dec,2021",2021-12-09
2021-12-10,250.5440695967,80,19.83,11.9,8.33,20.11,0.08,2.38,142.62,107.9240695967,0.0359746899,2021-12-10,250.5440695967,253193.771508589,"Dec,2021",2021-12-10
2021-12-13,2828.4315789964,80,16.42,9.85,6.9,19.13,0.07,1.97,134.33,2694.1015789964,0.8980338597,2021-12-13,2828.4315789964,256022.203087586,"Dec,2021",2021-12-13
2021-12-14,1840.9856924479,80,15.43,9.26,6.48,18.84,0.06,1.85,131.92,1709.0656924479,0.5696885641,2021-12-14,1840.9856924479,257863.188780033,"Dec,2021",2021-12-14
2021-12-15,428.268607414,80,12.31,7.39,5.17,17.95,0.05,1.48,124.34,303.928607414,0.1013095358,2021-12-15,428.268607414,258291.457387447,"Dec,2021",2021-12-15
2021-12-16,3607.101962835,80,7.75,4.65,3.26,16.63,0.03,0.93,113.26,3493.841962835,1.1646139876,2021-12-16,3607.101962835,261898.559350282,"Dec,2021",2021-12-16
2021-12-17,2981.0339300873,80,19.27,11.56,8.1,19.95,0.08,2.31,141.28,2839.7539300873,0.9465846434,2021-12-17,2981.0339300873,264879.59328037,"Dec,2021",2021-12-17
2021-12-20,1814.2579921451,80,21.17,12.7,8.89,20.5,0.08,2.54,145.89,1668.3679921451,0.556122664,2021-12-20,1814.2579921451,266693.851272515,"Dec,2021",2021-12-20
2021-12-21,2357.2088883424,80,15.99,9.59,6.72,19.01,0.06,1.92,133.29,2223.9188883424,0.7413062961,2021-12-21,2357.2088883424,269051.060160857,"Dec,2021",2021-12-21
2021-12-22,-783.249070632,80,11.61,6.97,4.88,17.74,0.05,1.39,122.64,-905.889070632,-0.3019630235,2021-12-22,-783.249070632,268267.811090225,"Dec,2021",2021-12-22
2021-12-23,-2086.1257428439,80,6.82,4.09,2.86,16.36,0.03,0.82,110.99,-2197.1157428439,-0.7323719143,2021-12-23,-2086.1257428439,266181.685347381,"Dec,2021",2021-12-23
2021-12-24,1247.2966933668,80,19.3,11.58,8.11,19.96,0.08,2.32,141.34,1105.9566933668,0.3686522311,2021-12-24,1247.2966933668,267428.982040748,"Dec,2021",2021-12-24
2021-12-27,3272.1436850247,80,18.58,11.15,7.8,19.75,0.07,2.23,139.57,3132.5736850247,1.0441912283,2021-12-27,3272.1436850247,270701.125725773,"Dec,2021",2021-12-27
2021-12-28,239.2211628865,80,15.09,9.05,6.34,18.75,0.06,1.81,131.09,108.1311628865,0.036043721,2021-12-28,239.2211628865,270940.346888659,"Dec,2021",2021-12-28
2021-12-29,1930.5424549289,80,12.44,7.46,5.22,17.98,0.05,1.49,124.65,1805.8924549289,0.6019641516,2021-12-29,1930.5424549289,272870.889343588,"Dec,2021",2021-12-29
2021-12-30,1923.7206455524,80,7.51,4.51,3.15,16.56,0.03,0.9,112.66,1811.0606455524,0.6036868819,2021-12-30,1923.7206455524,274794.609989141,"Dec,2021",2021-12-30
2021-12-31,-615.2244491751,80,19.65,11.79,8.25,20.06,0.08,2.36,142.18,-757.4044491751,-0.2524681497,2021-12-31,-615.2244491751,274179.385539966,"Dec,2021",2021-12-31
2022-01-03,-4078.0460242013,80,16.41,9.85,6.89,19.13,0.07,1.97,134.32,-4212.3660242013,-1.4041220081,2022-01-03,-4078.0460242013,270101.339515764,"Jan,2022",2022-01-03
2022-01-04,-3768.0198643989,80,14.33,8.6,6.02,18.53,0.06,1.72,129.25,-3897.2698643989,-1.2990899548,2022-01-04,-3768.0198643989,266333.319651365,"Jan,2022",2022-01-04
2022-01-05,3549.0681805453,80,10.71,6.43,4.5,17.49,0.04,1.29,120.46,3428.6081805453,1.1428693935,2022-01-05,3549.0681805453,269882.387831911,"Jan,2022",2022-01-05
2022-01-06,-2316.419467597,80,8.73,5.24,3.67,16.91,0.03,1.05,115.63,-2432.049467597,-0.8106831559,2022-01-06,-2316.419467597,267565.968364314,"Jan,2022",2022-01-06
2022-01-07,-5970.6710902961,80,22.46,13.48,9.43,20.87,0.09,2.7,149.02,-6119.6910902961,-2.0398970301,2022-01-07,-5970.6710902961,261595.297274018,"Jan,2022",2022-01-07
2022-01-10,-3174.2906223771,80,19.56,11.74,8.22,20.03,0.08,2.35,141.97,-3316.2606223771,-1.1054202075,2022-01-10,-3174.2906223771,258421.006651641,"Jan,2022",2022-01-10
2022-01-11,-2644.1396011972,80,16.55,9.93,6.95,19.17,0.07,1.99,134.64,-2778.7796011972,-0.9262598671,2022-01-11,-2644.1396011972,255776.867050443,"Jan,2022",2022-01-11
2022-01-12,2974.7281876822,80,12.71,7.63,5.34,18.06,0.05,1.53,125.31,2849.4181876822,0.9498060626,2022-01-12,2974.7281876822,258751.595238126,"Jan,2022",2022-01-12
2022-01-13,-1690.0206565523,80,7.48,4.49,3.14,16.56,0.03,0.9,112.6,-1802.6206565523,-0.6008735522,2022-01-13,-1690.0206565523,257061.574581573,"Jan,2022",2022-01-13
2022-01-14,568.2636854122,80,22.09,13.25,9.28,20.76,0.09,2.65,148.12,420.1436854122,0.1400478951,2022-01-14,568.2636854122,257629.838266985,"Jan,2022",2022-01-14
2022-01-17,1660.7843959732,80,18.21,10.93,7.65,19.64,0.07,2.19,138.69,1522.0943959732,0.5073647987,2022-01-17,1660.7843959732,259290.622662959,"Jan,2022",2022-01-17
2022-01-18,-1415.3053797468,80,14.9,8.94,6.26,18.69,0.06,1.79,130.63,-1545.9353797468,-0.5153117932,2022-01-18,-1415.3053797468,257875.317283212,"Jan,2022",2022-01-18
2022-01-19,-3139.337962963,80,12.63,7.58,5.3,18.04,0.05,1.52,125.11,-3264.447962963,-1.088149321,2022-01-19,-3139.337962963,254735.979320249,"Jan,2022",2022-01-19
2022-01-20,-43.0862369338,80,6.67,4,2.8,16.32,0.03,0.8,110.63,-153.7162369338,-0.0512387456,2022-01-20,-43.0862369338,254692.893083315,"Jan,2022",2022-01-20
2022-01-21,44.2,80,22.34,13.41,9.38,20.83,0.09,2.68,148.74,-104.54,-0.0348466667,2022-01-21,44.2,254737.093083315,"Jan,2022",2022-01-21
2022-01-24,2996.8688212928,80,18.98,11.39,7.97,19.87,0.08,2.28,140.55,2856.3188212928,0.9521062738,2022-01-24,2996.8688212928,257733.961904608,"Jan,2022",2022-01-24
2022-01-25,6740.6447513128,80,22.56,13.54,9.47,20.9,0.09,2.71,149.26,6591.3847513128,2.1971282504,2022-01-25,6740.6447513128,264474.60665592,"Jan,2022",2022-01-25
2022-01-27,2905.2787769784,80,11.2,6.72,4.7,17.62,0.04,1.34,121.63,2783.6487769784,0.9278829257,2022-01-27,2905.2787769784,267379.885432899,"Jan,2022",2022-01-27
2022-01-28,1257.9171974522,80,36.41,21.85,15.29,24.89,0.15,4.37,182.96,1074.9571974522,0.3583190658,2022-01-28,1257.9171974522,268637.802630351,"Jan,2022",2022-01-28
2022-01-31,-2485.8587443946,80,33,19.8,13.86,23.9,0.13,3.96,174.66,-2660.5187443946,-0.8868395815,2022-01-31,-2485.8587443946,266151.943885957,"Jan,2022",2022-01-31
2022-02-01,-8290.8612716763,80,34.56,20.73,14.51,24.35,0.14,4.15,178.44,-8469.3012716763,-2.8231004239,2022-02-01,-8290.8612716763,257861.08261428,"Feb,2022",2022-02-01
2022-02-02,3090.102085444,80,16.31,9.79,6.85,19.1,0.07,1.96,134.07,2956.032085444,0.9853440285,2022-02-02,3090.102085444,260951.184699724,"Feb,2022",2022-02-02
2022-02-03,2956.6908026823,80,7.78,4.67,3.27,16.64,0.03,0.93,113.31,2843.3808026823,0.9477936009,2022-02-03,2956.6908026823,263907.875502407,"Feb,2022",2022-02-03
2022-02-04,-5112.6221254,80,23.91,14.34,10.04,21.29,0.1,2.87,152.54,-5265.1621254,-1.7550540418,2022-02-04,-5112.6221254,258795.253377007,"Feb,2022",2022-02-04
2022-02-07,2959.2688679245,80,20.09,12.06,8.44,20.19,0.08,2.41,143.27,2815.9988679245,0.9386662893,2022-02-07,2959.2688679245,261754.522244931,"Feb,2022",2022-02-07
2022-02-08,-704.8225782408,80,18.18,10.91,7.63,19.63,0.07,2.18,138.61,-843.4325782408,-0.2811441927,2022-02-08,-704.8225782408,261049.69966669,"Feb,2022",2022-02-08
2022-02-09,1484.4940298508,80,12.46,7.48,5.23,17.99,0.05,1.5,124.71,1359.7840298508,0.4532613433,2022-02-09,1484.4940298508,262534.193696541,"Feb,2022",2022-02-09
2022-02-10,-2279.634341637,80,9.72,5.83,4.08,17.2,0.04,1.17,118.05,-2397.684341637,-0.7992281139,2022-02-10,-2279.634341637,260254.559354904,"Feb,2022",2022-02-10
2022-02-11,-920.6851612039,80,21.84,13.1,9.17,20.69,0.09,2.62,147.52,-1068.2051612039,-0.3560683871,2022-02-11,-920.6851612039,259333.8741937,"Feb,2022",2022-02-11
2022-02-14,5278.4096958175,80,29.98,17.99,12.59,23.03,0.12,3.6,167.3,5111.1096958175,1.7037032319,2022-02-14,5278.4096958175,264612.283889518,"Feb,2022",2022-02-14
2022-02-15,-3898.262195122,80,21.34,12.8,8.96,20.54,0.09,2.56,146.29,-4044.552195122,-1.348184065,2022-02-15,-3898.262195122,260714.021694396,"Feb,2022",2022-02-15
2022-02-16,1539.0984251969,80,13.46,8.08,5.65,18.28,0.05,1.62,127.14,1411.9584251969,0.4706528084,2022-02-16,1539.0984251969,262253.120119593,"Feb,2022",2022-02-16
2022-02-17,1489.8107569721,80,8.12,4.87,3.41,16.74,0.03,0.97,114.15,1375.6607569721,0.4585535857,2022-02-17,1489.8107569721,263742.930876565,"Feb,2022",2022-02-17
2022-02-18,807.1422155689,80,29.74,17.84,12.49,22.97,0.12,3.57,166.73,640.4122155689,0.2134707385,2022-02-18,807.1422155689,264550.073092134,"Feb,2022",2022-02-18
2022-02-21,1453.2285447761,80,25.43,15.26,10.68,21.72,0.1,3.05,156.23,1296.9985447761,0.4323328483,2022-02-21,1453.2285447761,266003.30163691,"Feb,2022",2022-02-21
2022-02-22,1591.0721872308,80,24.32,14.59,10.22,21.41,0.1,2.92,153.55,1437.5221872308,0.4791740624,2022-02-22,1591.0721872308,267594.37382414,"Feb,2022",2022-02-22
2022-02-23,972.2001299237,80,14.42,8.65,6.06,18.55,0.06,1.73,129.48,842.7201299237,0.28090671,2022-02-23,972.2001299237,268566.573954064,"Feb,2022",2022-02-23
2022-02-24,3791.7639160156,80,13.7,8.22,5.76,18.35,0.05,1.64,127.73,3664.0339160156,1.2213446387,2022-02-24,3791.7639160156,272358.33787008,"Feb,2022",2022-02-24
2022-02-25,-376.7166417112,80,32.45,19.47,13.63,23.75,0.13,3.89,173.32,-550.0366417112,-0.1833455472,2022-02-25,-376.7166417112,271981.621228368,"Feb,2022",2022-02-25
2022-02-28,621.357687251,80,29.1,17.46,12.22,22.78,0.12,3.49,165.17,456.187687251,0.1520625624,2022-02-28,621.357687251,272602.978915619,"Feb,2022",2022-02-28
2022-03-02,1245.8536917563,80,25.45,15.27,10.69,21.73,0.1,3.05,156.29,1089.5636917563,0.3631878973,2022-03-02,1245.8536917563,273848.832607376,"Mar,2022",2022-03-02
2022-03-03,3232.6679030075,80,25.45,15.27,10.69,21.73,0.1,3.05,156.29,3076.3779030075,1.025459301,2022-03-03,3232.6679030075,277081.500510383,"Mar,2022",2022-03-03
2022-03-04,-319.4927325581,80,25.45,15.27,10.69,21.73,0.1,3.05,156.29,-475.7827325581,-0.1585942442,2022-03-04,-319.4927325581,276762.007777825,"Mar,2022",2022-03-04
2022-03-07,-1652.16968,80,25.45,15.27,10.69,21.73,0.1,3.05,156.29,-1808.45968,-0.6028198933,2022-03-07,-1652.16968,275109.838097825,"Mar,2022",2022-03-07
2022-03-08,-6115.249070632,80,32.41,19.45,13.61,23.73,0.13,3.89,173.22,-6288.469070632,-2.0961563569,2022-03-08,-6115.249070632,268994.589027193,"Mar,2022",2022-03-08
2022-03-09,4885.2118099167,80,23.43,14.06,9.84,21.15,0.09,2.81,151.37,4733.8418099167,1.57794727,2022-03-09,4885.2118099167,273879.80083711,"Mar,2022",2022-03-09
2022-03-10,-3060.9276027309,80,12.13,7.28,5.09,17.89,0.05,1.46,123.89,-3184.8176027309,-1.0616058676,2022-03-10,-3060.9276027309,270818.873234379,"Mar,2022",2022-03-10
2022-03-11,-1404.5169881657,80,34.84,20.9,14.63,24.43,0.14,4.18,179.13,-1583.6469881657,-0.5278823294,2022-03-11,-1404.5169881657,269414.356246213,"Mar,2022",2022-03-11
2022-03-14,549.0072,80,31.59,18.95,13.27,23.5,0.13,3.79,171.23,377.7772,0.1259257333,2022-03-14,549.0072,269963.363446213,"Mar,2022",2022-03-14
2022-03-15,1578.4252610442,80,28,16.8,11.76,22.46,0.11,3.36,162.5,1415.9252610442,0.471975087,2022-03-15,1578.4252610442,271541.788707257,"Mar,2022",2022-03-15
2022-03-16,2125.8733828125,80,20.77,12.46,8.72,20.38,0.08,2.49,144.91,1980.9633828125,0.6603211276,2022-03-16,2125.8733828125,273667.66209007,"Mar,2022",2022-03-16
2022-03-17,2403.231890625,80,9.57,5.74,4.02,17.16,0.04,1.15,117.67,2285.561890625,0.7618539635,2022-03-17,2403.231890625,276070.893980695,"Mar,2022",2022-03-17
2022-03-21,-1.894606898,80,27.46,16.47,11.53,22.31,0.11,3.29,161.18,-163.074606898,-0.0543582023,2022-03-21,-1.894606898,276068.999373797,"Mar,2022",2022-03-21
2022-03-22,-4231.0083755357,80,23.45,14.07,9.85,21.15,0.09,2.81,151.43,-4382.4383755357,-1.4608127918,2022-03-22,-4231.0083755357,271837.990998261,"Mar,2022",2022-03-22
2022-03-23,2234.4306706015,80,15.82,9.49,6.64,18.96,0.06,1.9,132.87,2101.5606706015,0.7005202235,2022-03-23,2234.4306706015,274072.421668862,"Mar,2022",2022-03-23
2022-03-24,183.7289183975,80,10.25,6.15,4.31,17.35,0.04,1.23,119.34,64.3889183975,0.0214629728,2022-03-24,183.7289183975,274256.15058726,"Mar,2022",2022-03-24
2022-03-25,-45.9433333333,80,29.55,17.73,12.41,22.91,0.12,3.55,166.27,-212.2133333333,-0.0707377778,2022-03-25,-45.9433333333,274210.207253927,"Mar,2022",2022-03-25
2022-03-28,-6173.1001945525,80,25.08,15.05,10.53,21.62,0.1,3.01,155.4,-6328.5001945525,-2.1095000649,2022-03-28,-6173.1001945525,268037.107059374,"Mar,2022",2022-03-28
2022-03-29,-1907.2196691177,80,25.08,15.05,10.53,21.62,0.1,3.01,155.4,-2062.6196691177,-0.6875398897,2022-03-29,-1907.2196691177,266129.887390256,"Mar,2022",2022-03-29
2022-03-30,545.236971926,80,14.67,8.8,6.16,18.62,0.06,1.76,130.07,415.166971926,0.1383889906,2022-03-30,545.236971926,266675.124362182,"Mar,2022",2022-03-30
2022-03-31,-2409.9015743149,80,7.4,4.44,3.11,16.53,0.03,0.89,112.4,-2522.3015743149,-0.8407671914,2022-03-31,-2409.9015743149,264265.222787868,"Mar,2022",2022-03-31
2022-04-01,1936.8953488372,80,7.4,4.44,3.11,16.53,0.03,0.89,112.4,1824.4953488372,0.6081651163,2022-04-01,1936.8953488372,266202.118136705,"Apr,2022",2022-04-01
2022-04-04,4033.8882810773,80,19.06,11.43,8,19.89,0.08,2.29,140.75,3893.1382810773,1.2977127604,2022-04-04,4033.8882810773,270236.006417782,"Apr,2022",2022-04-04
2022-04-05,-3412.9900898204,80,17.5,10.5,7.35,19.44,0.07,2.1,136.96,-3549.9500898204,-1.1833166966,2022-04-05,-3412.9900898204,266823.016327962,"Apr,2022",2022-04-05
2022-04-06,-3340.2913360663,80,13.05,7.83,5.48,18.16,0.05,1.57,126.13,-3466.4213360663,-1.1554737787,2022-04-06,-3340.2913360663,263482.724991895,"Apr,2022",2022-04-06
2022-04-07,2373.6599374127,80,6.9,4.14,2.9,16.39,0.03,0.83,111.19,2262.4699374127,0.7541566458,2022-04-07,2373.6599374127,265856.384929308,"Apr,2022",2022-04-07
2022-04-08,1962.1794992544,80,24.14,14.49,10.14,21.35,0.1,2.9,153.12,1809.0594992544,0.6030198331,2022-04-08,1962.1794992544,267818.564428562,"Apr,2022",2022-04-08
2022-04-11,-78.7125240658,80,17.7,10.62,7.43,19.5,0.07,2.12,137.44,-216.1525240658,-0.0720508414,2022-04-11,-78.7125240658,267739.851904497,"Apr,2022",2022-04-11
2022-04-12,1999.4870868498,80,12.82,7.69,5.38,18.09,0.05,1.54,125.58,1873.9070868498,0.6246356956,2022-04-12,1999.4870868498,269739.338991346,"Apr,2022",2022-04-12
2022-04-13,2611.1034332295,80,6.78,4.07,2.85,16.35,0.03,0.81,110.9,2500.2034332295,0.8334011444,2022-04-13,2611.1034332295,272350.442424576,"Apr,2022",2022-04-13
2022-04-18,598.2035767235,80,20.87,12.52,8.76,20.41,0.08,2.5,145.14,453.0635767235,0.1510211922,2022-04-18,598.2035767235,272948.6460013,"Apr,2022",2022-04-18
2022-04-19,-2336.8311070229,80,15.28,9.17,6.42,18.8,0.06,1.83,131.55,-2468.3811070229,-0.8227937023,2022-04-19,-2336.8311070229,270611.814894277,"Apr,2022",2022-04-19
2022-04-20,-2371.6580637039,80,12.51,7.51,5.25,18,0.05,1.5,124.82,-2496.4780637039,-0.8321593546,2022-04-20,-2371.6580637039,268240.156830573,"Apr,2022",2022-04-20
2022-04-21,-2106.8731717714,80,6.7,4.02,2.81,16.33,0.03,0.8,110.69,-2217.5631717714,-0.7391877239,2022-04-21,-2106.8731717714,266133.283658801,"Apr,2022",2022-04-21
2022-04-22,800.3846224678,80,20.42,12.25,8.58,20.28,0.08,2.45,144.07,656.3146224678,0.2187715408,2022-04-22,800.3846224678,266933.668281269,"Apr,2022",2022-04-22
2022-04-25,-457.351744186,80,20.37,12.22,8.56,20.27,0.08,2.44,143.94,-601.291744186,-0.2004305814,2022-04-25,-457.351744186,266476.316537083,"Apr,2022",2022-04-25
2022-04-26,-366.674196236,80,15.66,9.4,6.58,18.91,0.06,1.88,132.48,-499.154196236,-0.1663847321,2022-04-26,-366.674196236,266109.642340847,"Apr,2022",2022-04-26
2022-04-27,299.2802491103,80,11.94,7.16,5.01,17.84,0.05,1.43,123.43,175.8502491103,0.0586167497,2022-04-27,299.2802491103,266408.922589957,"Apr,2022",2022-04-27
2022-04-28,-1869.5354338457,80,6.76,4.05,2.84,16.35,0.03,0.81,110.83,-1980.3654338457,-0.6601218113,2022-04-28,-1869.5354338457,264539.387156112,"Apr,2022",2022-04-28
